id,lon,lat,depth_m,mea_ug_kg_orig
14060,12.730278,45.527778000000005,3.0,3742.0
14061,12.730278,45.527778000000005,3.0,4100.0
14062,12.730278,45.527778000000005,3.0,4500.0
14063,12.730278,45.527778000000005,3.0,4500.0
14064,12.730278,45.527778000000005,3.0,6040.0
14065,12.730278,45.527778000000005,3.0,7800.0
14066,12.730278,45.527778000000005,3.0,8000.0
14067,13.724444,45.608610999999996,18.0,1030.0
14068,13.724444,45.608610999999996,18.0,1110.0
14069,13.724444,45.608610999999996,18.0,4400.0
14070,13.724444,45.608610999999996,18.0,4700.0
14071,13.724444,45.608610999999996,18.0,7100.0
14072,13.724444,45.608610999999996,18.0,9550.0
14073,13.724444,45.608610999999996,18.0,25760.0
14074,12.92,41.38,0.0,130.0
14075,12.913056,41.38,4.0,180.0
14076,12.92,41.38,0.0,180.0
14077,12.913056,41.38,5.0,228.0
14078,12.92,41.38,0.0,344.0
14079,12.92,41.38,0.0,1360.0
14080,12.92,41.38,0.0,1360.0
14081,12.92,41.38,0.0,1500.0
14082,12.92,41.38,0.0,1682.0
14083,12.92,41.38,0.0,2342.0
14084,12.92,41.38,0.0,2420.0
14085,12.92,41.38,0.0,2800.0
14086,12.92,41.38,0.0,2800.0
14087,12.92,41.38,0.0,3000.0
14088,12.92,41.38,0.0,3100.0
14089,12.92,41.38,0.0,6100.0
14090,13.343611,43.653333,4.0,600.0
14091,13.343611,43.653333,4.0,600.0
14092,13.343611,43.653333,4.0,800.0
14093,13.343611,43.653333,4.0,830.0
14094,13.343611,43.653333,4.0,1170.0
14095,13.343611,43.653333,4.0,1460.0
14096,13.343611,43.653333,4.0,1710.0
14097,13.343611,43.653333,4.0,3300.0
14098,8.358889,40.848889,2.0,100.0
14099,8.358889,40.848889,2.0,100.0
14100,8.358889,40.848889,2.0,500.0
14101,8.358889,40.848889,2.0,600.0
14102,12.753611,43.970833,5.0,800.0
14103,12.753611,43.970833,5.0,1000.0
14104,12.753611,43.970833,5.0,1000.0
14105,12.753611,43.970833,5.0,1000.0
14106,12.753611,43.970833,5.0,1200.0
14107,12.753611,43.970833,5.0,1400.0
14108,12.753611,43.970833,5.0,1500.0
14109,12.753611,43.970833,5.0,1500.0
14110,12.753611,43.970833,5.0,1500.0
14111,12.753611,43.970833,5.0,2000.0
14112,12.753611,43.970833,5.0,2000.0
14113,12.753611,43.970833,5.0,2600.0
14114,12.753611,43.970833,5.0,2800.0
14115,12.753611,43.970833,5.0,3200.0
14116,12.753611,43.970833,5.0,3400.0
14117,16.421667000000003,41.285833000000004,0.0,0.06
14118,13.779722,43.166667,5.0,2170.0
14119,13.779722,43.166667,5.0,5200.0
14120,13.779722,43.166667,5.0,1500.0
14121,15.498332999999999,42.116667,0.0,10.0
14122,15.498332999999999,42.116667,0.0,20.0
14123,15.498332999999999,42.116667,0.0,20.0
14124,15.498332999999999,42.116667,0.0,26.0
14125,15.498332999999999,42.116667,0.0,64.0
14126,15.498332999999999,42.116667,0.0,105.0
14127,15.498332999999999,42.116667,0.0,164.0
14128,15.498332999999999,42.116667,0.0,250.0
14129,15.498332999999999,42.116667,0.0,260.0
14130,15.498332999999999,42.116667,0.0,340.0
14131,15.498332999999999,42.116667,0.0,493.2
14132,15.498332999999999,42.116667,0.0,500.0
14133,15.498332999999999,42.116667,0.0,520.0
14134,15.498332999999999,42.116667,0.0,550.0
14135,15.498332999999999,42.116667,0.0,610.0
14136,15.498332999999999,42.116667,0.0,640.0
14137,15.498332999999999,42.116667,0.0,640.0
14138,15.498332999999999,42.116667,0.0,1050.0
14139,15.498332999999999,42.116667,0.0,1478.0
14140,15.498332999999999,42.116667,0.0,1720.0
14141,15.498332999999999,42.116667,0.0,1800.0
14142,15.498332999999999,42.116667,0.0,8300.0
14143,15.498332999999999,42.116667,0.0,31872.0
14144,14.815555999999999,42.059722,0.0,2100.0
14145,14.815555999999999,42.059722,0.0,2300.0
14146,14.815555999999999,42.059722,0.0,2600.0
14147,14.815555999999999,42.059722,0.0,2700.0
14148,14.815555999999999,42.059722,0.0,2750.0
14149,14.815555999999999,42.059722,0.0,3000.0
14150,14.815555999999999,42.059722,0.0,4900.0
14151,13.910832999999998,42.905,0.0,62.0
14152,13.910832999999998,42.905,0.0,67.0
14153,13.910832999999998,42.905,0.0,137.0
14154,13.910832999999998,42.905,0.0,229.0
14155,13.910832999999998,42.905,0.0,280.0
14156,13.910832999999998,42.905,1.0,370.0
14157,13.910832999999998,42.905,1.0,620.0
14158,13.910832999999998,42.905,1.0,670.0
14159,13.910832999999998,42.905,1.0,760.0
14160,13.910832999999998,42.905,1.0,800.0
14161,13.910832999999998,42.905,1.0,830.0
14162,13.910832999999998,42.905,1.0,850.0
14163,13.910832999999998,42.905,1.0,1000.0
14164,13.910832999999998,42.905,1.0,1090.0
14165,13.910832999999998,42.905,1.0,1210.0
14166,13.910832999999998,42.905,1.0,1450.0
14167,13.910832999999998,42.905,1.0,1790.0
14168,13.910832999999998,42.905,1.0,4723.0
14169,14.712222,42.178333,4.0,500.0
14170,14.712222,42.178333,4.0,500.0
14171,14.712222,42.178333,4.0,865.0
14172,14.712222,42.178333,4.0,1000.0
14173,14.712222,42.178333,4.0,1000.0
14174,14.712222,42.178333,4.0,1490.0
14175,14.712222,42.178333,4.0,1880.0
14176,14.712222,42.178333,4.0,2000.0
14177,14.712222,42.178333,4.0,2000.0
14178,14.712222,42.178333,4.0,2000.0
14179,14.712222,42.178333,4.0,6300.0
14180,14.712222,42.178333,4.0,8500.0
14181,14.712222,42.178333,0.0,20.0
14182,14.712222,42.178333,0.0,20.0
14183,14.712222,42.178333,0.0,30.0
14184,14.712222,42.178333,0.0,149.0
14185,14.694167000000002,42.184444,7.0,437.0
14186,14.694167000000002,42.184444,7.0,701.0
14187,14.716389000000001,42.186389,12.0,0.05
14188,16.187778,41.879444,0.0,0.01
14189,16.187778,41.879444,0.0,0.04
14190,9.077778,41.138889,2.0,140.0
14191,9.077778,41.138889,2.0,350.0
14192,9.077778,41.138889,2.0,380.0
14193,13.928332999999999,41.018333,9.0,17.0
14194,13.928332999999999,41.018333,9.0,50.0
14195,13.928332999999999,41.018333,9.0,50.0
14196,13.928332999999999,41.018333,9.0,50.0
14197,13.928332999999999,41.018333,9.0,50.0
14198,13.928332999999999,41.018333,9.0,50.0
14199,13.928332999999999,41.018333,9.0,190.0
14200,13.928332999999999,41.018333,9.0,420.0
14201,13.928332999999999,41.018333,9.0,570.0
14202,13.928332999999999,41.018333,9.0,3700.0
14203,8.805278,38.898333,2.0,480.0
14204,9.691667,39.953056,12.0,280.0
14205,9.691667,39.953056,12.0,500.0
14206,9.691667,39.953056,12.0,500.0
14207,9.691667,39.953056,12.0,500.0
14208,9.691667,39.953056,12.0,520.0
14209,9.691667,39.953056,12.0,737.7
14210,9.691667,39.953056,12.0,1000.0
14211,9.691667,39.953056,12.0,1400.0
14212,9.691667,39.953056,12.0,1710.0
14213,9.691667,39.953056,12.0,2000.0
14214,9.691667,39.953056,12.0,2397.2
14215,9.691667,39.953056,12.0,2397.2
14216,9.691667,39.953056,12.0,2860.0
14217,9.691667,39.953056,12.0,4100.0
14218,9.580833,40.93,10.0,330.0
14219,9.580833,40.93,10.0,500.0
14220,9.580833,40.93,10.0,500.0
14221,9.580833,40.93,10.0,500.0
14222,9.580833,40.93,10.0,500.0
14223,9.580833,40.93,10.0,500.0
14224,9.580833,40.93,10.0,500.0
14225,9.580833,40.93,10.0,717.7
14226,9.580833,40.93,10.0,742.5
14227,9.580833,40.93,10.0,1820.0
14228,17.1425,38.926389,18.0,1970.0
14229,17.140556,38.929444000000004,0.0,300.0
14230,17.140556,38.929444000000004,0.0,1387.0
14231,17.115833,39.113056,0.0,1140.0
14232,17.115833,39.113056,0.0,1900.0
14234,15.648889000000002,38.045278,0.0,500.0
14235,15.648889000000002,38.045278,0.0,830.0
14236,15.648889000000002,38.045278,0.0,4956.7
14237,15.648889000000002,38.045278,0.0,5865.0
14238,17.033333,40.503333000000005,8.0,76.0
14239,17.033333,40.503333000000005,8.0,390.0
14240,17.033333,40.503333000000005,8.0,500.0
14241,17.033333,40.503333000000005,8.0,600.0
14242,17.033333,40.503333000000005,8.0,720.0
14243,17.033333,40.503333000000005,8.0,760.0
14244,17.033333,40.503333000000005,8.0,760.0
14245,17.033333,40.503333000000005,8.0,830.0
14246,17.033333,40.503333000000005,8.0,970.0
14247,17.033333,40.503333000000005,8.0,1000.0
14248,17.033333,40.503333000000005,8.0,1260.0
14249,17.033333,40.503333000000005,8.0,2000.0
14250,17.033333,40.503333000000005,8.0,2200.0
14251,17.033333,40.503333000000005,8.0,7050.0
14252,17.033333,40.503333000000005,8.0,8000.0
14253,17.033333,40.503333000000005,0.0,76.0
14254,17.033333,40.503333000000005,0.0,78.0
14255,17.033333,40.503333000000005,0.0,80.0
14256,17.033333,40.503333000000005,0.0,83.0
14257,17.033333,40.503333000000005,0.0,310.0
14258,15.498332999999999,42.116667,0.0,206.0
14262,15.208611,37.156667,3.0,700.0
14263,15.208611,37.156667,3.0,2390.6
14299,16.446111,38.330833,0.0,1000.0
14300,16.446111,38.330833,0.0,6371.0
14314,10.985833,42.7125,1.0,1530.0
14315,10.985833,42.7125,1.0,1680.0
14316,10.985833,42.7125,1.0,1730.0
14317,10.985833,42.7125,1.0,1750.0
14318,10.985833,42.7125,1.0,2540.0
14319,10.985833,42.7125,1.0,2640.0
14320,10.985833,42.7125,1.0,3580.0
14321,10.985833,42.7125,1.0,4650.0
14322,10.985833,42.7125,1.0,6490.0
14323,10.985833,42.7125,1.0,8820.0
14324,10.985833,42.7125,1.0,8900.0
14325,10.985833,42.7125,1.0,11120.0
14326,10.985833,42.7125,1.0,13730.0
14327,10.985833,42.7125,1.0,25840.0
14328,10.985833,42.7125,1.0,35660.0
14345,17.030278,38.908889,10.0,0.02
14346,17.030278,38.908889,10.0,20.0
14347,17.030278,38.908889,10.0,100.0
14348,17.030278,38.908889,10.0,300.0
14356,16.831944,40.351389000000005,0.0,60.0
14357,16.831944,40.351389000000005,0.0,124.0
14358,16.831944,40.351389000000005,0.0,180.0
14359,16.831944,40.351389000000005,0.0,189.0
14360,16.831944,40.351389000000005,0.0,248.0
14361,16.831944,40.351389000000005,0.0,980.0
14362,16.831944,40.351389000000005,0.0,1260.0
14363,16.831944,40.351389000000005,0.0,1360.0
14364,16.831944,40.351389000000005,0.0,1440.0
14365,16.831944,40.351389000000005,0.0,1510.0
14366,16.831944,40.351389000000005,0.0,1670.0
14367,16.831944,40.351389000000005,0.0,1800.0
14368,16.831944,40.351389000000005,0.0,2480.0
14385,17.149722,39.204444,10.0,0.01
14386,17.149722,39.204444,10.0,0.02
14387,17.149722,39.204444,10.0,0.76
14388,17.149722,39.204444,10.0,0.84
14389,17.149722,39.204444,10.0,9880.0
14390,17.149722,39.204444,10.0,15300.0
14399,17.924722,40.176944,0.0,47.0
14400,17.924722,40.176944,0.0,54.0
14401,17.924722,40.176944,0.0,72.0
14402,17.924722,40.176944,0.0,500.0
14403,17.924722,40.176944,0.0,540.0
14404,17.924722,40.176944,0.0,540.0
14405,17.924722,40.176944,0.0,580.0
14406,17.924722,40.176944,0.0,680.0
14407,17.924722,40.176944,0.0,700.0
14408,17.924722,40.176944,0.0,970.0
14409,17.924722,40.176944,0.0,1630.0
14410,17.924722,40.176944,0.0,2160.0
14476,13.57,43.580833,0.0,53.0
14477,13.57,43.580833,0.0,74.0
14478,13.57,43.580833,0.0,98.0
14479,13.57,43.580833,0.0,280.0
14507,10.329444,43.485833,7.0,500.0
14508,10.329444,43.485833,7.0,670.0
14509,10.329444,43.485833,7.0,880.0
14510,10.329444,43.485833,7.0,900.0
14511,10.329444,43.485833,7.0,1000.0
14512,10.329444,43.485833,7.0,1385.3
14513,10.329444,43.485833,7.0,1740.0
14514,10.329444,43.485833,7.0,2137.0
14515,10.329444,43.485833,7.0,3220.3
14516,10.329444,43.485833,7.0,3792.0
14517,10.329444,43.485833,7.0,5820.0
14518,10.329444,43.485833,7.0,6800.0
14519,10.329444,43.485833,7.0,8916.3
14520,10.329444,43.485833,7.0,12081.6
14521,10.329444,43.485833,7.0,23050.0
14522,10.329444,43.485833,0.0,171.3
14523,10.329444,43.485833,0.0,175.5
14524,10.329444,43.485833,0.0,213.7
14525,10.329444,43.485833,0.0,388.4
14526,10.329444,43.485833,0.0,585.3
14527,8.193889,44.017222,3.0,1080.0
14528,8.193889,44.017222,3.0,7410.0
14529,8.193889,44.017222,3.0,7420.0
14530,8.193889,44.017222,3.0,8370.0
14531,8.193889,44.017222,3.0,9080.0
14532,8.193889,44.017222,3.0,9500.0
14533,8.193889,44.017222,3.0,12420.0
14534,8.193889,44.017222,3.0,17050.0
14535,8.193889,44.017222,3.0,18450.0
14536,8.193889,44.017222,3.0,19010.0
14537,8.193889,44.017222,3.0,20550.0
14538,8.193889,44.017222,3.0,25300.0
14539,8.027778,43.875,2.0,3990.0
14540,8.027778,43.875,2.0,5800.0
14541,8.027778,43.875,16.0,6150.0
14542,8.027778,43.875,6.0,8910.0
14543,8.027778,43.875,6.0,8920.0
14544,8.027778,43.875,2.0,9510.0
14545,8.027778,43.875,2.0,10290.0
14546,8.027778,43.875,6.0,10880.0
14547,8.027778,43.875,6.0,27530.0
14548,8.027778,43.875,5.0,28590.0
14549,8.027778,43.875,5.0,29470.0
14550,8.024444,43.878611,0.0,160.0
14551,8.024444,43.878611,0.0,200.0
14552,8.024444,43.878611,0.0,200.0
14553,8.024444,43.878611,0.0,200.0
14554,8.024444,43.878611,0.0,480.0
14555,8.024444,43.878611,0.0,630.0
14556,8.024444,43.878611,0.0,1600.0
14557,8.024444,43.878611,0.0,1600.0
14558,8.024444,43.878611,0.0,1900.0
14559,8.024444,43.878611,0.0,2000.0
14560,8.024444,43.878611,0.0,2000.0
14561,8.024444,43.878611,0.0,2000.0
14562,8.024444,43.878611,0.0,2000.0
14563,8.024444,43.878611,0.0,2000.0
14564,8.024444,43.878611,0.0,3000.0
14565,8.024444,43.878611,0.0,3000.0
14566,8.024444,43.878611,0.0,4000.0
14567,8.024444,43.878611,0.0,4200.0
14568,8.024444,43.878611,0.0,4700.0
14569,8.024444,43.878611,0.0,10600.0
14570,9.881667,44.081666999999996,3.0,1500.0
14571,9.881667,44.081666999999996,3.0,2000.0
14572,9.881667,44.081666999999996,3.0,2400.0
14573,9.881667,44.081666999999996,3.0,4500.0
14574,9.881667,44.081666999999996,3.0,4600.0
14575,9.9875,44.046667,0.0,100.0
14576,9.9875,44.046667,0.0,100.0
14577,9.9875,44.046667,0.0,126.0
14578,9.9875,44.046667,0.0,200.0
14579,9.9875,44.046667,0.0,320.0
14580,9.9875,44.046667,0.0,540.0
14581,9.9875,44.046667,0.0,580.0
14582,9.9875,44.046667,0.0,980.0
14583,9.9875,44.046667,0.0,1000.0
14584,9.9875,44.046667,0.0,1000.0
14585,9.9875,44.046667,0.0,1200.0
14586,9.9875,44.046667,0.0,2500.0
14587,9.9875,44.046667,0.0,2700.0
14588,9.9875,44.046667,0.0,3000.0
14589,9.9875,44.046667,0.0,3900.0
14590,9.9875,44.046667,0.0,5400.0
14591,9.9875,44.046667,0.0,5400.0
14592,8.880833,44.399444,15.0,2000.0
14593,8.880833,44.399444,15.0,2000.0
14594,8.880833,44.399444,15.0,2300.0
14595,8.880833,44.399444,15.0,2900.0
14596,8.880833,44.399444,15.0,2900.0
14597,9.608611,44.166111,0.0,130.0
14598,9.608611,44.166111,0.0,200.0
14599,9.608611,44.166111,0.0,200.0
14600,9.608611,44.166111,0.0,300.0
14601,9.608611,44.166111,0.0,500.0
14602,9.608611,44.166111,0.0,720.0
14603,9.608611,44.166111,0.0,1274.0
14604,9.608611,44.166111,0.0,1300.0
14605,9.608611,44.166111,0.0,1300.0
14606,9.608611,44.166111,0.0,1400.0
14607,9.608611,44.166111,0.0,1500.0
14608,9.608611,44.166111,0.0,1700.0
14609,9.608611,44.166111,0.0,2200.0
14610,9.608611,44.166111,0.0,2420.0
14611,9.608611,44.166111,0.0,3000.0
14612,9.608611,44.166111,0.0,3000.0
14613,9.608611,44.166111,0.0,5200.0
14614,9.836389,44.048611,5.0,1560.0
14615,9.836389,44.048611,5.0,6290.0
14616,9.836389,44.048611,5.0,6360.0
14617,9.836389,44.048611,5.0,8360.0
14618,9.836389,44.048611,5.0,8440.0
14619,9.836389,44.048611,5.0,9040.0
14620,9.836389,44.048611,5.0,9400.0
14621,9.836389,44.048611,5.0,9440.0
14622,9.836389,44.048611,5.0,9800.0
14623,9.836389,44.048611,5.0,9820.0
14624,9.836389,44.048611,5.0,21010.0
14625,9.836389,44.048611,5.0,36060.0
14626,9.880556,44.080556,5.0,4370.0
14627,9.880556,44.080556,5.0,4830.0
14628,9.880556,44.080556,5.0,5280.0
14629,9.880556,44.080556,5.0,5510.0
14630,9.880556,44.080556,5.0,5830.0
14631,9.880556,44.080556,5.0,6650.0
14632,9.880556,44.080556,5.0,8160.0
14633,9.880556,44.080556,5.0,11820.0
14634,9.880556,44.080556,5.0,12810.0
14635,9.880556,44.080556,5.0,15480.0
14636,9.880556,44.080556,5.0,24090.0
14637,9.880556,44.080556,5.0,26910.0
14638,7.789167,43.813889,5.0,2400.0
14639,7.789167,43.813889,5.0,4730.0
14640,7.789167,43.813889,5.0,8100.0
14641,7.789167,43.813889,5.0,10190.0
14642,7.789167,43.813889,5.0,11590.0
14643,7.789167,43.813889,5.0,13520.0
14644,7.789167,43.813889,5.0,14420.0
14645,7.789167,43.813889,5.0,19220.0
14646,7.789167,43.813889,5.0,20150.0
14647,7.789167,43.813889,5.0,20890.0
14648,7.789167,43.813889,5.0,22910.0
14649,7.789167,43.813889,5.0,29250.0
14650,9.218333,44.330556,8.0,1950.0
14651,9.218333,44.330556,8.0,4190.0
14652,9.218333,44.330556,8.0,5270.0
14653,9.218333,44.330556,8.0,5670.0
14654,9.218333,44.330556,8.0,5920.0
14655,9.218333,44.330556,8.0,6240.0
14656,9.218333,44.330556,8.0,6840.0
14657,9.218333,44.330556,8.0,7500.0
14658,9.218333,44.330556,8.0,7600.0
14659,9.218333,44.330556,8.0,8540.0
14660,9.218333,44.330556,8.0,9830.0
14661,9.218333,44.330556,8.0,10050.0
14662,9.218333,44.330556,8.0,12950.0
14663,9.218333,44.330556,8.0,14980.0
14664,9.218333,44.330556,8.0,15050.0
14665,9.218333,44.330556,8.0,15260.0
14666,9.218333,44.330556,8.0,18080.0
14667,9.218333,44.330556,8.0,19300.0
14668,9.218333,44.330556,8.0,21340.0
14669,9.218333,44.330556,8.0,26050.0
14670,9.218333,44.330556,8.0,26080.0
14671,9.218333,44.330556,8.0,28530.0
14672,9.218333,44.330556,8.0,40790.0
14673,9.218333,44.330556,8.0,5840.0
14674,9.218333,44.330556,8.0,6110.0
14675,9.218333,44.330556,8.0,27130.0
14676,8.445278,44.265833,0.0,23.0
14677,8.445278,44.265833,0.0,300.0
14678,8.445278,44.265833,0.0,400.0
14679,8.445278,44.265833,0.0,480.0
14680,8.445278,44.265833,0.0,600.0
14681,8.445278,44.265833,0.0,1400.0
14682,8.445278,44.265833,0.0,1510.0
14683,8.445278,44.265833,0.0,1530.0
14684,8.445278,44.265833,0.0,2200.0
14685,8.445278,44.265833,0.0,2300.0
14686,8.445278,44.265833,0.0,3500.0
14687,8.445278,44.265833,0.0,6000.0
14688,8.445278,44.265833,0.0,6000.0
14689,8.445278,44.265833,0.0,6800.0
14690,8.445278,44.265833,0.0,6800.0
14691,8.445278,44.265833,0.0,8000.0
14692,8.445278,44.265833,0.0,8200.0
14693,8.445278,44.265833,0.0,10000.0
14694,8.445278,44.265833,0.0,15100.0
14720,8.770833,44.416944,0.0,100.0
14721,8.770833,44.416944,0.0,200.0
14722,8.770833,44.416944,0.0,400.0
14723,8.770833,44.416944,0.0,820.0
14724,8.456667,44.275,15.0,4420.0
14725,8.456667,44.275,15.0,6210.0
14726,8.456667,44.275,15.0,6790.0
14727,8.456667,44.275,15.0,7980.0
14728,8.456667,44.275,15.0,9740.0
14729,8.456667,44.275,15.0,10400.0
14730,8.456667,44.275,15.0,11400.0
14731,8.456667,44.275,15.0,11990.0
14732,8.456667,44.275,15.0,13470.0
14733,8.456667,44.275,15.0,17960.0
14734,8.456667,44.275,15.0,24400.0
14735,8.456667,44.275,15.0,41310.0
14736,12.451111000000001,45.435556,3.0,20.0
14737,12.451111000000001,45.435556,3.0,30.0
14738,12.451111000000001,45.435556,3.0,50.0
14739,12.451111000000001,45.435556,3.0,50.0
14740,12.451111000000001,45.435556,3.0,400.0
14741,9.099444,39.191666999999995,2.0,1000.0
14742,9.099444,39.191666999999995,2.0,1180.0
14743,9.099444,39.191666999999995,2.0,1450.0
14744,9.099444,39.191666999999995,2.0,2600.0
14745,9.099444,39.191666999999995,2.0,3200.0
14746,9.036944,39.154722,2.0,5700.0
14747,9.016667,39.081944,2.0,310.0
14748,9.016667,39.081944,2.0,700.0
14749,9.016667,39.081944,2.0,1400.0
14750,9.016667,39.081944,2.0,4650.0
14751,9.016667,39.081944,2.0,5920.0
14752,8.308611,40.558611,9.0,500.0
14753,8.308611,40.558611,9.0,500.0
14754,8.308611,40.558611,9.0,500.0
14755,8.308611,40.558611,9.0,600.0
14756,8.308611,40.558611,9.0,700.0
14757,8.308611,40.558611,9.0,960.0
14758,8.308611,40.558611,9.0,1000.0
14759,8.308611,40.558611,9.0,1750.0
14760,8.308611,40.558611,9.0,1772.0
14761,8.308611,40.558611,9.0,2260.0
14762,8.308611,40.558611,9.0,3751.1
14763,8.308611,40.558611,9.0,5160.0
14764,8.308611,40.558611,0.0,50.0
14765,8.308611,40.558611,0.0,60.0
14766,8.308611,40.558611,0.0,80.0
14767,8.308611,40.558611,0.0,96.0
14768,8.308611,40.558611,0.0,120.0
14769,8.306667,40.583889,2.0,60.0
14770,8.306667,40.583889,2.0,100.0
14771,8.306667,40.583889,2.0,120.0
14772,8.156389,40.783889,2.0,90.0
14773,8.156389,40.783889,2.0,100.0
14774,8.282778,41.061389,8.0,110.0
14775,8.282778,41.061389,8.0,210.0
14776,8.282778,41.061389,8.0,500.0
14777,8.282778,41.061389,8.0,500.0
14778,8.282778,41.061389,8.0,500.0
14779,8.282778,41.061389,8.0,500.0
14780,8.282778,41.061389,8.0,610.0
14781,8.282778,41.061389,8.0,1105.5
14782,8.282778,41.061389,8.0,1300.0
14783,8.282778,41.061389,8.0,1600.0
14784,8.282778,41.061389,8.0,1800.0
14785,8.282778,41.061389,8.0,4684.5
14786,8.282778,41.061389,8.0,5400.0
14787,8.282778,41.061389,0.0,50.0
14788,8.282778,41.061389,0.0,50.0
14789,8.282778,41.061389,0.0,100.0
14790,8.282778,41.061389,0.0,110.0
14791,8.282778,41.061389,0.0,160.0
14792,8.456944,40.284167,2.0,10.0
14793,8.456944,40.284167,2.0,40.0
14794,8.456944,40.284167,2.0,80.0
14795,8.337778,39.108610999999996,2.0,2100.0
14796,8.337778,39.108610999999996,6.0,2400.0
14797,8.337778,39.108610999999996,2.0,2450.0
14798,8.337778,39.108610999999996,2.0,3200.0
14799,8.337778,39.108610999999996,2.0,4000.0
14800,9.602778,39.135833,0.0,50.0
14801,9.602778,39.135833,0.0,50.0
14802,9.602778,39.135833,0.0,50.0
14803,9.602778,39.135833,0.0,110.0
14804,9.602778,39.135833,0.0,230.0
14805,8.333333,39.166667,2.0,1180.0
14806,8.333333,39.166667,2.0,15200.0
14807,8.333333,39.166667,2.0,22000.0
14808,8.208611,40.598889,2.0,20.0
14809,8.208611,40.598889,2.0,20.0
14810,8.894722,41.048889,2.0,140.0
14811,8.894722,41.048889,2.0,350.0
14812,8.894722,41.048889,2.0,380.0
14813,9.430556,41.193889,2.0,210.0
14814,9.430556,41.193889,2.0,220.0
14815,9.430556,41.193889,2.0,260.0
14816,9.3,41.198889,2.0,90.0
14817,9.3,41.198889,2.0,250.0
14818,9.3,41.198889,2.0,300.0
14819,8.404722,40.014167,2.0,60.0
14820,8.404722,40.014167,2.0,120.0
14821,8.385,40.344167,2.0,40.0
14822,8.385,40.344167,2.0,60.0
14823,8.385,40.344167,2.0,80.0
14824,8.474167,39.866667,2.0,1000.0
14825,8.474167,39.866667,2.0,1000.0
14826,8.474167,39.866667,2.0,1300.0
14827,8.533333,39.883333,2.0,300.0
14828,8.533333,39.883333,2.0,910.0
14829,8.533333,39.883333,2.0,950.0
14830,8.533333,39.883333,2.0,3200.0
14831,8.533333,39.883333,2.0,5600.0
14832,8.488611,39.883611,2.0,150.0
14833,8.488611,39.883611,2.0,800.0
14834,8.488611,39.883611,2.0,1000.0
14835,8.525,39.884444,2.0,320.0
14836,8.525,39.884444,2.0,400.0
14837,8.525,39.884444,2.0,820.0
14838,8.169444,40.928889,2.0,40.0
14839,8.169444,40.928889,2.0,60.0
14840,8.169444,40.928889,2.0,150.0
14841,8.450556,40.833889,2.0,50.0
14842,8.450556,40.833889,2.0,80.0
14843,8.450556,40.833889,2.0,120.0
14844,8.450556,40.833889,2.0,120.0
14845,8.450556,40.833889,2.0,300.0
14846,8.417778,40.853889,2.0,70.0
14847,8.417778,40.853889,2.0,120.0
14848,8.417778,40.853889,2.0,500.0
14849,8.417778,40.853889,2.0,500.0
14850,8.417778,40.853889,2.0,600.0
14851,8.419444,39.155,2.0,4100.0
14852,8.419444,39.155,2.0,7700.0
14853,8.419444,39.155,2.0,8100.0
14854,8.419444,39.155,2.0,8700.0
14855,8.626944,40.893889,2.0,120.0
14856,8.626944,40.893889,2.0,200.0
14857,8.626944,40.893889,2.0,300.0
14858,8.696667,40.918056,2.0,120.0
14859,8.696667,40.918056,2.0,200.0
14860,8.696667,40.918056,2.0,220.0
14861,8.565,39.038333,2.0,1100.0
14862,8.483333,39.046667,2.0,3300.0
14863,8.483333,39.046667,2.0,4500.0
14864,8.483333,39.046667,2.0,6470.0
14865,8.483333,39.046667,2.0,7680.0
14866,8.373333,39.199444,2.0,2450.0
14867,8.373333,39.199444,2.0,3000.0
14868,8.373333,39.199444,2.0,4910.0
14869,8.373333,39.199444,2.0,7900.0
14870,8.373333,39.199444,2.0,8500.0
14871,8.373333,39.199444,2.0,90100.0
14872,8.373333,39.199444,2.0,127000.0
14873,8.445278,39.103333,2.0,2000.0
14874,8.445278,39.103333,2.0,3200.0
14875,8.445278,39.103333,2.0,4270.0
14876,8.445278,39.103333,2.0,6900.0
14877,8.445278,39.103333,2.0,7800.0
14878,8.3575,39.111667,12.0,500.0
14879,8.3575,39.111667,12.0,500.0
14880,8.3575,39.111667,12.0,500.0
14881,8.3575,39.111667,12.0,600.0
14882,8.3575,39.111667,12.0,700.0
14883,8.3575,39.111667,12.0,900.0
14884,8.3575,39.111667,12.0,1000.0
14885,8.3575,39.111667,12.0,1370.0
14886,8.3575,39.111667,12.0,1400.0
14887,8.3575,39.111667,12.0,2510.0
14888,8.3575,39.111667,12.0,2781.1
14889,8.3575,39.111667,12.0,2980.0
14890,8.3575,39.111667,12.0,4655.4
14891,8.3575,39.111667,12.0,7580.0
14892,8.3575,39.111667,0.0,70.0
14893,8.3575,39.111667,0.0,90.0
14894,8.3575,39.111667,0.0,130.0
14895,8.3575,39.111667,0.0,140.0
14896,8.3575,39.111667,0.0,250.0
14897,8.248056,40.913889000000005,2.0,10.0
14898,8.248056,40.913889000000005,2.0,50.0
14899,8.248056,40.913889000000005,2.0,200.0
14900,9.208333,41.263889,2.0,100.0
14901,9.208333,41.263889,2.0,160.0
14902,9.208333,41.263889,2.0,240.0
14903,8.530555999999999,39.891110999999995,9.0,600.0
14904,8.530555999999999,39.891110999999995,9.0,1000.0
14905,8.530555999999999,39.891110999999995,9.0,1000.0
14906,8.530555999999999,39.891110999999995,9.0,1180.0
