id,lat,lon,mea_ug_kg_orig
1513,42.867463,10.201779,352.0
1514,43.021211,10.1699,547.0
1515,43.021211,10.1699,570.0
1516,43.26578,10.414105000000001,202.0
1517,43.26578,10.414105000000001,424.0
1518,44.232081,8.867611,163.0
1519,44.232081,8.867611,742.0
1520,44.232081,8.867611,1612.0
1521,44.232081,8.867611,1615.0
1522,44.232081,8.867611,2216.0
1526,39.400938000000004,1.876632,560.0
1527,39.400938000000004,1.876632,680.0
1529,41.346379999999996,17.330794,1.0
1530,41.293729,17.094867999999998,290.0
1531,41.293729,17.094867999999998,420.0
1532,41.293729,17.094867999999998,430.0
1533,41.293729,17.094867999999998,550.0
1534,41.293729,17.094867999999998,1080.0
1535,41.293729,17.094867999999998,1080.0
1536,41.293729,17.094867999999998,1290.0
1537,41.293729,17.094867999999998,1300.0
1538,41.293729,17.094867999999998,1320.0
1561,40.822266,14.094238,103.0
1563,38.429753999999996,24.315607999999997,20.0
1564,38.429753999999996,24.315607999999997,20.0
1565,38.429753999999996,24.315607999999997,30.0
1566,38.429753999999996,24.315607999999997,60.0
1567,38.429753999999996,24.315607999999997,130.0
1568,39.400938000000004,1.876632,50.0
1569,42.04811,9.47225,116.0
1570,42.04811,9.47225,150.0
1571,42.04811,9.47225,180.0
1573,30.338112,32.369107,4.67
1574,30.338112,32.369107,5.19
1575,30.338112,32.369107,5.43
1576,30.338112,32.369107,7.47
1577,30.338112,32.369107,19.48
1578,30.338112,32.369107,53.6
1579,30.338112,32.369107,109.67
1580,30.338112,32.369107,112.9
1581,30.577647999999996,32.28787,3.74
1582,30.577647999999996,32.28787,5.27
1583,30.577647999999996,32.28787,6.26
1584,30.577647999999996,32.28787,7.96
1585,30.577647999999996,32.28787,10.22
1586,30.577647999999996,32.28787,10.39
1587,30.577647999999996,32.28787,56.42
1588,30.577647999999996,32.28787,102.53
1590,36.134946,-5.397188,175.0
1622,45.600705,13.580232,238.0
1623,45.600705,13.580232,238.0
1624,45.600705,13.580232,885.0
1625,45.600705,13.580232,995.0
1626,45.600705,13.580232,1876.0
1627,45.600705,13.580232,1876.0
1641,39.400938000000004,1.876632,850.0
1642,39.400938000000004,1.876632,970.0
1643,39.400938000000004,1.876632,1000.0
1644,31.183604,29.014698,1100.0
1690,41.256881,16.523554999999998,56.0
1691,41.256881,16.523554999999998,59.0
1692,41.256881,16.523554999999998,72.0
1693,41.256881,16.523554999999998,98.0
1694,41.229977000000005,13.599479999999998,46.0
1695,41.229977000000005,13.599479999999998,82.0
1696,36.700019,15.136251999999999,53.0
1697,36.700019,15.136251999999999,68.0
1698,36.700019,15.136251999999999,135.0
1704,37.447237,21.601781,10.0
1705,37.447237,21.601781,20.0
1706,37.447237,21.601781,30.0
1707,37.447237,21.601781,30.0
1708,37.447237,21.601781,60.0
1709,39.290966,20.281653,10.0
1710,39.290966,20.281653,10.0
1711,39.290966,20.281653,30.0
1712,39.290966,20.281653,40.0
1713,39.290966,20.281653,60.0
1714,37.860783000000005,24.302842000000002,10.0
1715,37.860783000000005,24.302842000000002,10.0
1716,37.860783000000005,24.302842000000002,20.0
1717,37.860783000000005,24.302842000000002,30.0
1718,37.860783000000005,24.302842000000002,60.0
1719,38.429753999999996,24.315607999999997,10.0
1720,38.429753999999996,24.315607999999997,10.0
1721,38.429753999999996,24.315607999999997,20.0
1722,38.429753999999996,24.315607999999997,30.0
1723,38.429753999999996,24.315607999999997,70.0
1804,37.177792499999995,15.266846300000001,557.0
1805,37.177792499999995,15.266846300000001,1195.0
1816,44.232081,8.867611,643.0
1817,38.605994,26.762144,26.5
1818,38.605994,26.762144,30.1
1819,38.605994,26.762144,112.3
1820,38.605994,26.762144,132.0
1821,38.410412,26.648159999999997,82.4
1822,38.410412,26.648159999999997,92.6
1823,38.410412,26.648159999999997,194.8
1824,38.410412,26.648159999999997,221.4
1825,38.389963,26.907712,41.2
1826,38.389963,26.907712,45.2
1827,38.522135999999996,26.682671000000003,21.9
1828,38.522135999999996,26.682671000000003,23.1
1829,38.522135999999996,26.682671000000003,28.6
1830,38.522135999999996,26.682671000000003,31.8
1831,38.522135999999996,26.682671000000003,42.9
1832,38.522135999999996,26.682671000000003,46.1
1833,38.522135999999996,26.682671000000003,116.0
1834,38.522135999999996,26.682671000000003,127.5
1835,38.522135999999996,26.682671000000003,154.0
1836,38.522135999999996,26.682671000000003,157.2
1880,34.684531,10.775072,380.0
1960,39.400938000000004,1.876632,340.0
1961,39.400938000000004,1.876632,630.0
2358,37.1767745,15.208678899999999,643.0
2359,37.1767745,15.208678899999999,2035.0
2364,44.232081,8.867611,111.0
2365,40.727140999999996,28.164105,378.0
2370,35.197671,35.930278,64.0
2371,35.197671,35.930278,158.0
2372,35.197671,35.930278,202.0
2373,35.197671,35.930278,947.0
2374,35.521057,35.733284000000005,129.0
2375,34.860906,35.873915000000004,108.0
2412,43.00781,3.0624287,87.0
2413,43.00781,3.0624287,91.0
2414,43.00781,3.0624287,100.0
2415,43.00781,3.0624287,108.0
2416,43.00781,3.0624287,113.0
2417,43.348648,4.713726,133.0
2418,43.348648,4.713726,146.0
2419,43.348648,4.713726,155.0
2420,43.348648,4.713726,170.0
2421,43.348648,4.713726,190.0
2422,43.49981,4.117045,85.0
2423,43.49981,4.117045,88.0
2424,43.49981,4.117045,104.0
2425,43.49981,4.117045,123.0
2426,43.455647,4.49672,89.0
2427,43.455647,4.49672,91.0
2428,43.455647,4.49672,94.0
2429,43.455647,4.49672,110.0
2430,43.455647,4.49672,127.0
2779,44.232081,8.867611,281.0
2929,41.271318,16.642754999999998,550.0
2930,41.271318,16.642754999999998,790.0
2936,41.355856,16.292697,220.0
2937,41.355856,16.292697,280.0
2938,41.355856,16.292697,290.0
2939,41.355856,16.292697,300.0
2940,41.355856,16.292697,310.0
2941,41.355856,16.292697,330.0
2942,41.355856,16.292697,360.0
2943,41.355856,16.292697,380.0
2944,41.355856,16.292697,390.0
2945,41.355856,16.292697,400.0
2946,41.355856,16.292697,400.0
2947,41.355856,16.292697,410.0
2948,41.355856,16.292697,440.0
2949,41.355856,16.292697,440.0
2950,41.355856,16.292697,470.0
2951,41.355856,16.292697,510.0
2952,41.355856,16.292697,580.0
2953,41.355856,16.292697,580.0
2954,41.355856,16.292697,580.0
2955,41.355856,16.292697,580.0
2956,41.355856,16.292697,600.0
2957,41.355856,16.292697,630.0
2958,41.355856,16.292697,680.0
2959,41.355856,16.292697,690.0
2960,41.355856,16.292697,780.0
2961,41.355856,16.292697,860.0
2962,41.355856,16.292697,870.0
2963,41.355856,16.292697,2200.0
2964,41.271318,16.642754999999998,490.0
2965,41.271318,16.642754999999998,600.0
2967,40.727140999999996,28.164105,1750.0
2968,41.949099,34.723012,40.0
2969,41.949099,34.723012,65.0
2974,43.623791,15.575966000000001,40.0
2975,37.177792499999995,15.266846300000001,52.0
2976,37.177792499999995,15.266846300000001,204.0
2977,37.851263,12.424352,57.0
2978,37.851263,12.424352,119.0
2979,38.461457,15.07746,61.0
2980,38.461457,15.07746,61.0
2981,38.461457,15.07746,111.0
2982,40.97698,17.303651000000002,55.0
2983,40.97698,17.303651000000002,68.0
2984,36.706913,15.141335,87.0
2985,36.706913,15.141335,105.0
2986,36.706913,15.141335,153.0
3003,37.500991,15.110694,30.0
3004,37.638459000000005,12.556248,130.0
3005,38.184537,12.741518,130.0
3006,37.094307,15.334535999999998,60.0
3007,42.780537,4.352197,105.0
3008,42.780537,4.352197,130.0
3009,42.780537,4.352197,170.0
3010,42.780537,4.352197,210.0
3059,45.600705,13.580232,113.0
3060,45.600705,13.580232,159.0
3061,38.333878000000006,23.943682,149.0
3062,40.727140999999996,28.164105,550.0
3075,39.400938000000004,1.876632,57.0
3356,41.188693,16.727899,60.0
3358,41.478598,30.52601,55.0
3364,39.465894,-0.257686,30.0
3392,39.400938000000004,1.876632,400.0
3393,39.400938000000004,1.876632,620.0
3394,39.400938000000004,1.876632,890.0
3395,39.400938000000004,1.876632,1400.0
3396,39.400938000000004,1.876632,1600.0
3397,31.183604,29.014698,920.0
3398,36.163219,10.590367,860.0
3407,43.36531,10.413815,292.0
3408,43.36531,10.413815,508.0
3446,38.429753999999996,24.315607999999997,10.0
3447,38.429753999999996,24.315607999999997,20.0
3448,38.429753999999996,24.315607999999997,20.0
3449,38.429753999999996,24.315607999999997,30.0
3450,38.429753999999996,24.315607999999997,30.0
3452,30.338112,32.369107,29.64
3556,33.495311,10.795138,111.0
3557,35.2328,11.16328333,51.0
3558,33.883979,10.740794000000001,71.0
3559,33.251472,11.27662,42.0
3560,33.662731,10.4864,101.0
3561,35.04255833,11.03456389,81.0
3562,34.48351389,10.44227222,99.0
3563,34.728393,10.78438,102.0
3564,33.701591,10.363767,142.0
3565,33.488471999999994,11.123635,181.0
3604,40.822266,14.094238,103.0
3611,44.214099,14.817881,33100.0
3612,44.214099,14.817881,42700.0
3613,44.214099,14.817881,1115000.0
3629,44.096955,8.236166,9600.0
3630,44.096955,8.236166,10700.0
3631,44.096955,8.236166,11520.0
3632,44.096955,8.236166,15280.0
3633,44.096955,8.236166,22080.0
3634,44.096955,8.236166,28380.0
3635,44.096955,8.236166,31240.0
3636,44.096955,8.236166,67380.0
3637,44.096955,8.236166,121000.0
3638,44.096955,8.236166,128000.0
3639,44.096955,8.236166,141000.0
3640,44.096955,8.236166,224000.0
3641,44.096955,8.236166,581000.0
3642,44.096955,8.236166,2132000.0
3707,44.451494,12.274519,107.0
3708,44.481398999999996,12.256155,266.0
3709,44.493491999999996,12.265167,390.0
3710,44.524048,12.26627,43.0
3711,44.526373,12.268930000000001,57.0
3714,41.766346999999996,16.886932,2230.0
3715,38.290778,14.717039000000002,630.0
3716,44.232081,8.867611,949.0
3717,44.232081,8.867611,1232.0
3720,41.346379999999996,17.330794,1.0
3745,41.188693,16.727899,620.0
3759,37.192712,9.850178999999999,67.0
3760,37.192712,9.850178999999999,89.0
3761,37.192712,9.850178999999999,98.0
3762,37.192712,9.850178999999999,232.0
3763,33.967215,10.146215,300.0
3764,33.967215,10.146215,329.0
3765,33.967215,10.146215,594.0
3766,36.793645,10.310575,102.0
3767,36.793645,10.310575,113.0
3768,36.793645,10.310575,122.0
3769,36.793645,10.310575,231.0
3770,36.818934999999996,10.245343,89.0
3771,36.818934999999996,10.245343,128.0
3772,36.818934999999996,10.245343,199.0
3773,36.818934999999996,10.245343,251.0
3791,45.600705,13.580232,143.0
3792,45.600705,13.580232,276.0
3796,40.476574,17.257613,800.0
3797,40.476574,17.257613,1867.0
3798,40.47797,17.237257,199.0
3799,40.47797,17.237257,474.0
3800,40.479298,17.223072,355.0
3801,40.479298,17.223072,1099.0
3802,40.497111,17.258738,1321.0
3803,40.497111,17.258738,1431.0
3804,40.498056,17.309773,37.0
3805,40.498056,17.309773,224.0
3806,34.213018,35.645522,300.0
3807,34.213018,35.645522,330.0
3808,34.213018,35.645522,360.0
3809,34.213018,35.645522,390.0
3810,34.213018,35.645522,420.0
3811,34.213018,35.645522,430.0
3812,34.213018,35.645522,460.0
3813,34.273,35.652233,230.0
3814,34.273,35.652233,240.0
3815,34.273,35.652233,250.0
3816,34.273,35.652233,300.0
3817,34.273,35.652233,330.0
3818,34.273,35.652233,340.0
3819,34.273,35.652233,340.0
3820,34.273,35.652233,390.0
3821,34.287628000000005,35.665445,190.0
3822,34.287628000000005,35.665445,200.0
3823,34.287628000000005,35.665445,200.0
3824,34.287628000000005,35.665445,240.0
3825,34.287628000000005,35.665445,280.0
3826,34.287628000000005,35.665445,280.0
3827,34.287628000000005,35.665445,280.0
3828,34.287628000000005,35.665445,310.0
3829,34.287628000000005,35.665445,330.0
3830,34.287628000000005,35.665445,330.0
3831,34.287628000000005,35.665445,360.0
3832,34.287628000000005,35.665445,360.0
3833,34.287628000000005,35.665445,370.0
3834,34.287628000000005,35.665445,380.0
3835,34.287628000000005,35.665445,400.0
3861,36.134946,-5.397188,-9999.0
3862,37.198751200000004,15.264421300000002,78.0
3865,41.188693,16.727899,100.0
3866,36.160096,-5.359397,-9999.0
3870,44.232081,8.867611,123.0
3872,39.400938000000004,1.876632,3000.0
3873,44.232081,8.867611,263.0
3874,41.293729,17.094867999999998,160.0
3875,41.293729,17.094867999999998,270.0
3876,41.293729,17.094867999999998,320.0
3877,41.293729,17.094867999999998,390.0
3878,41.293729,17.094867999999998,470.0
3879,41.293729,17.094867999999998,480.0
3880,41.293729,17.094867999999998,680.0
3881,41.293729,17.094867999999998,800.0
3882,41.293729,17.094867999999998,820.0
3883,41.293729,17.094867999999998,990.0
3884,41.293729,17.094867999999998,1150.0
3885,41.188693,16.727899,630.0
3979,41.188693,16.727899,370.0
3982,41.188693,16.727899,210.0
3986,43.36531,10.413815,107.0
3987,43.36531,10.413815,170.0
4282,39.44057,2.6178169999999996,322.0
4286,39.855224,4.306901,185.0
4297,37.198751200000004,15.264421300000002,147.0
4298,37.198751200000004,15.264421300000002,311.0
4305,43.745207,13.760155,230.0
4306,38.384141,25.921415,51.0
4308,37.392725,9.778625,39.0
4309,37.392725,9.778625,51.0
4310,37.392725,9.778625,588.0
4311,35.837146000000004,10.752405,55.0
4312,35.837146000000004,10.752405,64.0
4313,35.837146000000004,10.752405,96.0
4314,34.773655,11.025297,66.0
4315,34.773655,11.025297,67.0
4316,34.773655,11.025297,68.0
4321,31.305571999999998,32.308567,126.0
4322,31.305571999999998,32.308567,418.0
4323,41.271318,16.642754999999998,130.0
4324,41.271318,16.642754999999998,230.0
4325,41.188693,16.727899,140.0
4332,41.346379999999996,17.330794,1.0
4334,41.188693,16.727899,460.0
4338,39.400938000000004,1.876632,740.0
4339,39.400938000000004,1.876632,930.0
4345,31.169484999999998,29.832044,150.0
5051,42.476481,35.320198,90.0
5052,41.066897999999995,37.900599,500.0
5053,41.214304999999996,36.721556,10.0
5054,41.969768,28.426842999999998,70.0
5057,40.727140999999996,28.164105,35.2
5059,41.478598,30.52601,84.0
5202,38.461457,15.07746,146.0
5203,38.461457,15.07746,184.0
5204,38.461457,15.07746,217.0
5205,38.461457,15.07746,263.0
5206,40.97698,17.303651000000002,152.0
5207,40.97698,17.303651000000002,153.0
5208,40.97698,17.303651000000002,184.0
5209,40.97698,17.303651000000002,226.0
5210,36.706913,15.141335,134.0
5211,36.706913,15.141335,134.0
5212,36.706913,15.141335,1020.0
5213,36.706913,15.141335,1540.0
5220,42.780537,4.352197,309.0
5221,42.780537,4.352197,365.0
5222,42.780537,4.352197,421.0
5223,42.780537,4.352197,449.0
5224,42.780537,4.352197,477.0
5225,42.780537,4.352197,477.0
5226,42.780537,4.352197,505.0
5227,42.780537,4.352197,561.0
5228,42.780537,4.352197,561.0
5229,42.780537,4.352197,617.0
5230,42.780537,4.352197,645.0
5231,42.780537,4.352197,701.0
5232,42.780537,4.352197,701.0
5233,42.780537,4.352197,786.0
5234,42.780537,4.352197,814.0
5235,42.780537,4.352197,842.0
5236,42.780537,4.352197,870.0
5237,42.780537,4.352197,1094.0
5238,42.780537,4.352197,1234.0
5239,42.780537,4.352197,1234.0
5240,42.780537,4.352197,1375.0
5241,42.780537,4.352197,1487.0
5242,42.780537,4.352197,1543.0
5243,42.780537,4.352197,1768.0
5244,42.780537,4.352197,1824.0
5245,42.780537,4.352197,1908.0
5246,42.780537,4.352197,1936.0
5247,42.780537,4.352197,2020.0
5248,42.780537,4.352197,2329.0
5249,42.780537,4.352197,2497.0
5250,42.780537,4.352197,2553.0
5251,42.780537,4.352197,2665.0
5252,42.780537,4.352197,2665.0
5253,42.780537,4.352197,2721.0
5254,42.780537,4.352197,2806.0
5255,42.780537,4.352197,2834.0
5256,42.780537,4.352197,2890.0
5257,42.780537,4.352197,3002.0
5258,42.780537,4.352197,3058.0
5259,42.780537,4.352197,3114.0
5260,42.780537,4.352197,3198.0
5261,42.780537,4.352197,3198.0
5262,42.780537,4.352197,3283.0
5263,42.780537,4.352197,3703.0
5264,42.780537,4.352197,3844.0
5265,42.780537,4.352197,3872.0
5266,42.780537,4.352197,3900.0
5267,42.780537,4.352197,3956.0
5268,42.780537,4.352197,3984.0
5269,42.780537,4.352197,4012.0
5270,42.780537,4.352197,4096.0
5271,42.780537,4.352197,4236.0
5272,42.780537,4.352197,4265.0
5273,42.780537,4.352197,4293.0
5274,42.780537,4.352197,4349.0
5275,42.780537,4.352197,5387.0
5276,42.780537,4.352197,5443.0
5277,42.780537,4.352197,5527.0
5278,42.780537,4.352197,5808.0
5279,42.780537,4.352197,6060.0
5280,42.780537,4.352197,6930.0
5281,42.780537,4.352197,7575.0
5282,42.780537,4.352197,8389.0
5283,42.780537,4.352197,9455.0
5284,42.780537,4.352197,10774.0
5285,43.109118,3.6934050000000003,281.0
5286,43.109118,3.6934050000000003,337.0
5287,43.109118,3.6934050000000003,533.0
5288,43.109118,3.6934050000000003,533.0
5289,43.109118,3.6934050000000003,589.0
5290,43.109118,3.6934050000000003,617.0
5291,43.109118,3.6934050000000003,645.0
5292,43.109118,3.6934050000000003,758.0
5293,43.109118,3.6934050000000003,926.0
5294,43.109118,3.6934050000000003,954.0
5295,43.109118,3.6934050000000003,982.0
5296,43.109118,3.6934050000000003,1150.0
5297,43.109118,3.6934050000000003,1150.0
5298,43.109118,3.6934050000000003,1178.0
5299,43.109118,3.6934050000000003,1206.0
5300,43.109118,3.6934050000000003,1291.0
5301,43.109118,3.6934050000000003,1319.0
5302,43.109118,3.6934050000000003,1347.0
5303,43.109118,3.6934050000000003,1459.0
5304,43.109118,3.6934050000000003,1599.0
5305,43.109118,3.6934050000000003,1683.0
5306,43.109118,3.6934050000000003,1964.0
5307,43.109118,3.6934050000000003,2160.0
5308,43.109118,3.6934050000000003,2216.0
5309,43.109118,3.6934050000000003,2273.0
5310,43.109118,3.6934050000000003,2637.0
5311,43.109118,3.6934050000000003,2721.0
5312,43.109118,3.6934050000000003,2974.0
5313,43.109118,3.6934050000000003,3226.0
5314,43.109118,3.6934050000000003,3367.0
5315,43.109118,3.6934050000000003,3367.0
5316,43.109118,3.6934050000000003,3507.0
5317,43.109118,3.6934050000000003,3760.0
5318,43.109118,3.6934050000000003,4377.0
5319,43.109118,3.6934050000000003,4657.0
5320,43.109118,3.6934050000000003,4798.0
5321,43.109118,3.6934050000000003,4798.0
5322,43.109118,3.6934050000000003,4826.0
5323,43.109118,3.6934050000000003,5190.0
5324,43.109118,3.6934050000000003,5723.0
5325,43.109118,3.6934050000000003,6088.0
5326,43.109118,3.6934050000000003,6705.0
5327,43.109118,3.6934050000000003,6958.0
5328,43.109118,3.6934050000000003,8950.0
5329,43.109118,3.6934050000000003,12036.0
5346,38.80356,9.145581,822.0
5347,39.061917,8.140124,169.0
5348,39.80916,9.828593,753.0
5349,40.144385,8.224817,250.0
5350,40.856023,8.104948,706.0
5351,41.034726,9.924611,954.0
5352,41.186326,8.683251,784.0
5353,44.232081,8.867611,211.0
5354,44.232081,8.867611,533.0
5357,39.005108,26.035528,38.0
5358,40.727140999999996,28.164105,518.0
5376,39.400938000000004,1.876632,300.0
5377,39.400938000000004,1.876632,460.0
5431,42.68527778,14.63472222,240.0
5432,42.68527778,14.63472222,590.0
5439,41.058644,17.769470000000002,160.0
5440,41.058644,17.769470000000002,180.0
5441,38.955137,17.643127,90.0
5442,38.955137,17.643127,90.0
5443,41.188693,16.727899,120.0
5478,39.465894,-0.257686,150.0
5486,31.305571999999998,32.308567,42.0
5487,31.305571999999998,32.308567,256.0
5488,30.338112,32.369107,8.41
5489,30.338112,32.369107,9.4
5490,30.577647999999996,32.28787,7.6
5491,30.577647999999996,32.28787,12.11
5492,43.109118,3.6934050000000003,200.0
5493,43.109118,3.6934050000000003,220.0
5494,44.232081,8.867611,409.0
5498,42.68527778,14.63472222,180.0
5499,42.68527778,14.63472222,380.0
5504,40.476574,17.257613,381.0
5505,40.476574,17.257613,1676.0
5506,40.47797,17.237257,559.0
5507,40.47797,17.237257,1443.0
5508,40.479298,17.223072,118.0
5509,40.479298,17.223072,370.0
5510,40.497111,17.258738,315.0
5511,40.497111,17.258738,703.0
5527,37.151779,10.200586,222.0
5528,37.151779,10.200586,335.0
5529,37.151779,10.200586,391.0
5530,37.151779,10.200586,409.0
5531,37.151779,10.200586,900.0
5532,37.151779,10.200586,926.0
5533,37.151779,10.200586,940.0
5534,37.151779,10.200586,968.0
5535,37.151779,10.200586,419.0
5536,37.151779,10.200586,570.0
5537,37.151779,10.200586,612.0
5538,37.151779,10.200586,884.0
5545,37.860783000000005,24.302842000000002,10.0
5546,37.860783000000005,24.302842000000002,20.0
5547,37.860783000000005,24.302842000000002,30.0
5548,37.860783000000005,24.302842000000002,30.0
5549,37.860783000000005,24.302842000000002,130.0
5630,31.305571999999998,32.308567,334.0
5631,31.305571999999998,32.308567,881.0
5634,41.478598,30.52601,70.0
5682,37.177792499999995,15.266846300000001,815.0
5683,37.177792499999995,15.266846300000001,1518.0
5711,36.780046,11.939313,80.0
5712,40.720615,17.921889999999998,1040.0
5713,39.984055,18.445476,450.0
5714,40.580315,18.060343,300.0
5715,40.412141,18.306455,510.0
5716,40.100384000000005,17.869436999999998,330.0
5717,40.176643,18.50958,490.0
5718,40.278846,17.751251,320.0
5719,40.792992,17.698712,500.0
5753,44.232081,8.867611,787.0
5754,38.605994,26.762144,10.1
5755,38.605994,26.762144,11.0
5756,38.605994,26.762144,22.3
5757,38.605994,26.762144,23.5
5758,38.605994,26.762144,96.9
